Title,Profile Applicability,Description,Rationale,Audit,Remediation,References,L1,L2,SL1,SL2,BL,index,title,Automation,PK
6.3.4.1 Ensure audit log files mode is configured (Automated),"•  Level 2 - Server  
•  Level 2 - Workstation",Audit log files contain information about the system and system activity.,"Access to audit records can reveal system and configuration data to attackers, 
potentially compromising its confidentiality.  
   
Internal Only - General","Run the following script to verify audit log files are mode 0640 or more restrictive:  
#!/usr/bin/env bash","Run the following command to remove more permissive mode than 0640 from audit log 
files: 
# [ -f /etc/audit/auditd.conf ] && find ""$(dirname $(awk -F ""="" 
'/^\s*log_file/ {print $2}' /etc/audit/auditd.conf | xargs))"" -type f -perm 
/0137 -exec chmod u -x,g-wx,o-rwx {} +#!/usr/bin/env bash",1. NIST SP 800 -53 Rev. 5: AU -3,FALSE,TRUE,TRUE,TRUE,FALSE,6.3.4.1,Ensure audit log files mode is configured,TRUE,268
" 6.3.4.10 Ensure audit tools group owner is configured 
(Automated)","•  Level 2 - Server  
•  Level 2 - Workstation","Audit tools include, but are not limited to, vendor -provided and open source audit tools 
needed to successfully view and manipulate audit information system activity and 
records. Audit tools include custom queries and report generators.","Protecting audit information includes identifying and protecting the tools used to view 
and manipulate log data. Protecting audit tools is necessary to prevent unauthorized 
operation on audit information.","Run the following command to verify the audit tools are owned by the group root 
# stat -Lc ""%n %G"" /sbin/auditctl /sbin/aureport /sbin/ausearch /sbin/autrace 
/sbin/auditd /sbin/augenrules | awk '$2 != ""root"" {print}'  
Nothing should be returned#!/usr/bin/env bash","Run the following command to change group ownership to the groop root: 
# chgrp root /sbin/auditctl /sbin/aureport /sbin/ausearch /sbin/autrace 
/sbin/auditd /sbin/augenrules#!/usr/bin/env bash","1. NIST SP 800 -53 Rev. 5: AU -3 
   
Internal Only - General  CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 3.3 Configure Data Access Control Lists  
 Configure data access control lists based on a user’s need to know. Apply data 
access control lists, also known as access permissions, to local and remote file 
systems, databases, and applications.  ● ● ● 
v7 14.6 Protect Information through Access Control Lists  
 Protect all information stored on systems with file system, network share, 
claims, application, or database specific access control lists. These controls will 
enforce the principle that only authorized individuals should have access to the 
information base d on their need to access the information as a part of their 
responsibilities.  ● ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1070, T1070.002, T1083, 
T1083.000  TA0007  M1022  
 
   
Internal Only - General  7 System Maintenance  
Recommendations in this section are intended as maintenance and are intended to be 
checked on a frequent basis to ensure system stability. Many recommendations do not 
have quick remediations and require investigation into the cause and best fix available 
and may indicate an attempted breach of system security.",FALSE,TRUE,TRUE,TRUE,FALSE,6.3.4.10,Ensure audit tools group owner is configured,TRUE,269
6.3.4.2 Ensure audit log files owner is configured (Automated),"•  Level 2 - Server  
•  Level 2 - Workstation",Audit log files contain information about the system and system activity.,"Access to audit records can reveal system and configuration data to attackers, 
potentially compromising its confidentiality.  
   
Internal Only - General","Run the following script to verify audit log files are owned by the root user:  
#!/usr/bin/env bash","Run the following command to configure the audit log files to be owned by the root 
user:  
# [ -f /etc/audit/auditd.conf ] && find ""$(dirname $(awk -F ""="" 
'/^\s*log_file/ {print $2}' /etc/audit/auditd.conf | xargs))"" -type f ! -user 
root -exec chown root {} +#!/usr/bin/env bash",1. NIST SP 800 -53 Rev. 5: AU -3,FALSE,TRUE,TRUE,TRUE,FALSE,6.3.4.2,Ensure audit log files owner is configured,TRUE,270
" 6.3.4.3 Ensure audit log files group owner is configured 
(Automated)","•  Level 2 - Server  
•  Level 2 - Workstation",Audit log files contain information about the system and system activity.,"Access to audit records can reveal system and configuration data to attackers, 
potentially compromising its confidentiality.","Run the following command to verify log_group  parameter is set to either adm or root in 
/etc/audit/auditd.conf : 
#  grep -Piws -- '^\h*log_group \h*=\h*\H+\b' /etc/audit/auditd.conf | grep -
Pvi -- '(adm)' 
Nothing should be returned  
Using the path of the directory containing the audit logs, verify audit log files are owned 
by the ""root"" or ""adm"" group by running the following script:  
#!/usr/bin/env bash",,,FALSE,TRUE,TRUE,TRUE,FALSE,6.3.4.3,Ensure audit log files group owner is configured,TRUE,271
" 6.3.4.4 Ensure the audit log file directory mode is configured 
(Automated)","•  Level 2 - Server  
•  Level 2 - Workstation",The audit log directory contains audit log files.,"Audit information includes all information including: audit records, audit settings and 
audit reports. This information is needed to successfully audit system activity. This 
information must be protected from unauthorized modification or deletion. If this 
information were to be compromised, forensic analysis and discovery of the true source 
of potentially malicious system activity is impossible to achieve.  
   
Internal Only - General",,"Run the following command to configure the audit log files to be group owned by adm: 
# find $(dirname $(awk -F""="" '/^ \s*log_file/ {print $2}' 
/etc/audit/auditd.conf | xargs)) -type f \( ! -group adm -a ! -group root \) 
-exec chgrp adm {} +  
Run the following command to set the log_group  parameter in the audit configuration 
file to log_group = adm : 
# sed -ri 's/^\s*#?\s*log_group \s*=\s*\S+(\s*#.*)?.*$/log_group = adm \1/' 
/etc/audit/auditd.conf  
Run the following command to restart the audit daemon to reload the configuration file:  
# systemctl restart auditd#!/usr/bin/env bash","1. NIST SP 800 -53 Rev. 5: AU -3 
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 3.3 Configure Data Access Control Lists  
 Configure data access control lists based on a user’s need to know. Apply data 
access control lists, also known as access permissions, to local and remote file 
systems, databases, and applications.  ● ● ● 
v7 14.6 Protect Information through Access Control Lists  
 Protect all information stored on systems with file system, network share, 
claims, application, or database specific access control lists. These controls will 
enforce the principle that only authorized individuals should have access to the 
information base d on their need to access the information as a part of their 
responsibilities.  ● ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1070, T1070.002, T1083, 
T1083.000  TA0007  M1022   
Internal Only - General  6.3.4.4 Ensure the audit log file directory mode is configured 
(Automated)  
Profile Applicability:  
•  Level 2 - Server  
•  Level 2 - Workstation  
Description:  
The audit log directory contains audit log files.  
Rationale:  
Audit information includes all information including: audit records, audit settings and 
audit reports. This information is needed to successfully audit system activity. This 
information must be protected from unauthorized modification or deletion. If this 
information were to be compromised, forensic analysis and discovery of the true source 
of potentially malicious system activity is impossible to achieve.  
   
Internal Only - General  Audit:  
Run the following script to verify the audit log directory is mode 0750 or more restrictive:  
#!/usr/bin/env bash  
 
{ 
   l_perm_mask=""0027""  
   if [ -e ""/etc/audit/auditd.conf"" ]; then  
      l_audit_log_directory=""$(dirname ""$(awk -F= '/^\s*log_file \s*/{print 
$2}' /etc/audit/auditd.conf | xargs)"")""  
      if [ -d ""$l_audit_log_directory"" ]; then  
         l_maxperm=""$(printf '%o' $(( 0777 & ~$l_perm_mask )) )""  
         l_directory_mode=""$(stat -Lc '%#a' ""$l_audit_log_directory"")""  
         if [ $(( $l_directory_mode & $l_perm_mask )) -gt 0 ]; then  
            echo -e ""\n- Audit Result: \n  ** FAIL ** \n  - Directory: 
\""$l_audit_log_directory \"" is mode: \""$l_directory_mode \""\n     (should be 
mode: \""$l_maxperm \"" or more restrictive) \n"" 
         else 
            echo -e ""\n- Audit Result: \n  ** PASS ** \n  - Directory: 
\""$l_audit_log_directory \"" is mode: \""$l_directory_mode \""\n     (should be 
mode: \""$l_maxperm \"" or more restrictive) \n"" 
         fi         
      else 
         echo -e ""\n- Audit Result: \n  ** FAIL ** \n  - Log file directory not 
set in \""/etc/audit/auditd.conf \"" please set log file directory""  
      fi 
   else 
      echo -e ""\n- Audit Result: \n  ** FAIL ** \n  - File: 
\""/etc/audit/auditd.conf \"" not found \n  - ** Verify auditd is installed **""  
   fi 
} 
Remediation:  
Run the following command to configure the audit log directory to have a mode of 
""0750"" or less permissive:  
# chmod g -w,o-rwx ""$(dirname ""$(awk -F= '/^\s*log_file \s*/{print $2}' 
/etc/audit/auditd.conf | xargs)"")""  
Default Value:  
750 
References:  
1. NIST SP 800 -53 Rev. 5: AU -3",FALSE,TRUE,TRUE,TRUE,FALSE,6.3.4.4,Ensure the audit log file directory mode is configured,TRUE,272
" 6.3.4.5 Ensure audit configuration files mode is configured 
(Automated)","•  Level 2 - Server  
•  Level 2 - Workstation",Audit configuration files control auditd and what events are audited.,"Access to the audit configuration files could allow unauthorized personnel to prevent the 
auditing of critical events.  
Misconfigured audit configuration files may prevent the auditing of critical events or 
impact the system's performance by overwhelming the audit log. Misconfiguration of the 
audit configuration files may also make it more difficult to establish and investi gate 
events relating to an incident.","Run the following script to verify that the audit configuration files are mode 0640 or more 
restrictive:  
#!/usr/bin/env bash",,,FALSE,TRUE,TRUE,TRUE,FALSE,6.3.4.5,Ensure audit configuration files mode is configured,TRUE,273
" 6.3.4.6 Ensure audit configuration files owner is configured 
(Automated)","•  Level 2 - Server  
•  Level 2 - Workstation",Audit configuration files control auditd and what events are audited.,"Access to the audit configuration files could allow unauthorized personnel to prevent the 
auditing of critical events.  
Misconfigured audit configuration files may prevent the auditing of critical events or 
impact the system's performance by overwhelming the audit log. Misconfiguration of the 
audit configuration files may also make it more difficult to establish and investi gate 
events relating to an incident.",,"Run the following command to remove more permissive mode than 0640 from the audit 
configuration files:  
# find /etc/audit/ -type f \( -name '*.conf' -o -name '*.rules' \) -exec 
chmod u-x,g-wx,o-rwx {} +#!/usr/bin/env bash","1. NIST SP 800 -53 Rev. 5: AU -3 
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 3.3 Configure Data Access Control Lists  
 Configure data access control lists based on a user’s need to know. Apply data 
access control lists, also known as access permissions, to local and remote file 
systems, databases, and applications.  ● ● ● 
v7 14.6 Protect Information through Access Control Lists  
 Protect all information stored on systems with file system, network share, 
claims, application, or database specific access control lists. These controls will 
enforce the principle that only authorized individuals should have access to the 
information base d on their need to access the information as a part of their 
responsibilities.  ● ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1070, T1070.002, T1083, 
T1083.000  TA0007  M1022   
Internal Only - General  6.3.4.6 Ensure audit configuration files owner is configured 
(Automated)  
Profile Applicability:  
•  Level 2 - Server  
•  Level 2 - Workstation  
Description:  
Audit configuration files control auditd and what events are audited.  
Rationale:  
Access to the audit configuration files could allow unauthorized personnel to prevent the 
auditing of critical events.  
Misconfigured audit configuration files may prevent the auditing of critical events or 
impact the system's performance by overwhelming the audit log. Misconfiguration of the 
audit configuration files may also make it more difficult to establish and investi gate 
events relating to an incident.  
Audit:  
Run the following command to verify that the audit configuration files are owned by the 
root user:  
# find /etc/audit/ -type f \( -name '*.conf' -o -name '*.rules' \) ! -user 
root 
Nothing should be returned  
Remediation:  
Run the following command to change ownership to root user:  
# find /etc/audit/ -type f \( -name '*.conf' -o -name '*.rules' \) ! -user 
root -exec chown root {} +  
References:  
1. NIST SP 800 -53 Rev. 5: AU -3",FALSE,TRUE,TRUE,TRUE,FALSE,6.3.4.6,Ensure audit configuration files owner is configured,TRUE,274
" 6.3.4.7 Ensure audit configuration files group owner is configured 
(Automated)","•  Level 2 - Server  
•  Level 2 - Workstation",Audit configuration files control auditd and what events are audited.,"Access to the audit configuration files could allow unauthorized personnel to prevent the 
auditing of critical events.  
Misconfigured audit configuration files may prevent the auditing of critical events or 
impact the system's performance by overwhelming the audit log. Misconfiguration of the 
audit configuration files may also make it more difficult to establish and investi gate 
events relating to an incident.","Run the following command to verify that the audit configuration files are owned by the 
group root: 
# find /etc/audit/ -type f \( -name '*.conf' -o -name '*.rules' \) ! -group 
root 
Nothing should be returned#!/usr/bin/env bash","Run the following command to change group to root: 
# find /etc/audit/ -type f \( -name '*.conf' -o -name '*.rules' \) ! -group 
root -exec chgrp root {} +#!/usr/bin/env bash",1. NIST SP 800 -53 Rev. 5: AU -3,FALSE,TRUE,TRUE,TRUE,FALSE,6.3.4.7,Ensure audit configuration files group owner is configured,TRUE,275
6.3.4.8 Ensure audit tools mode is configured (Automated),"•  Level 2 - Server  
•  Level 2 - Workstation","Audit tools include, but are not limited to, vendor -provided and open source audit tools 
needed to successfully view and manipulate audit information system activity and 
records. Audit tools include custom queries and report generators.","Protecting audit information includes identifying and protecting the tools used to view 
and manipulate log data. Protecting audit tools is necessary to prevent unauthorized 
operation on audit information.  
   
Internal Only - General","Run the following script to verify the audit tools are mode 0755 or more restrictive:  
#!/usr/bin/env bash","Run the following command to remove more permissive mode from the audit tools:  
# chmod go -w /sbin/auditctl /sbin/aureport /sbin/ausearch /sbin/autrace 
/sbin/auditd /sbin/augenrules#!/usr/bin/env bash",1. NIST SP 800 -53 Rev. 5: AU -3,FALSE,TRUE,TRUE,TRUE,FALSE,6.3.4.8,Ensure audit tools mode is configured,TRUE,276
6.3.4.9 Ensure audit tools owner is configured (Automated),"•  Level 2 - Server  
•  Level 2 - Workstation","Audit tools include, but are not limited to, vendor -provided and open source audit tools 
needed to successfully view and manipulate audit information system activity and 
records. Audit tools include custom queries and report generators.","Protecting audit information includes identifying and protecting the tools used to view 
and manipulate log data. Protecting audit tools is necessary to prevent unauthorized 
operation on audit information.","Run the following command to verify the audit tools are owned by the root user:  
# stat -Lc ""%n %U"" /sbin/auditctl /sbin/aureport /sbin/ausearch /sbin/autrace 
/sbin/auditd /sbin/augenrules | awk '$2 != ""root"" {print}'  
Nothing should be returned#!/usr/bin/env bash","Run the following command to change the owner of the audit tools to the root user:  
# chown root /sbin/auditctl /sbin/aureport /sbin/ausearch /sbin/autrace 
/sbin/auditd /sbin/augenrules#!/usr/bin/env bash",1. NIST SP 800 -53 Rev. 5: AU -3,FALSE,TRUE,TRUE,TRUE,FALSE,6.3.4.9,Ensure audit tools owner is configured,TRUE,277
" 7.1.1 Ensure permissions on /etc/passwd are configured 
(Automated)","•  Level 1 - Server  
•  Level 1 - Workstation","The /etc/passwd  file contains user account information that is used by many system 
utilities and therefore must be readable for these utilities to operate.","It is critical to ensure that the /etc/passwd  file is protected from unauthorized write 
access. Although it is protected by default, the file permissions could be changed either 
inadvertently or through malicious actions.","Run the following command to verify /etc/passwd  is mode 644 or more restrictive, Uid is 
0/root  and Gid is 0/root : 
# stat -Lc 'Access: (%#a/%A)  Uid: ( %u/ %U) Gid: ( %g/ %G)'  /etc/passwd  
 
Access: (0644/ -rw-r--r--)  Uid: ( 0/ root) Gid: ( 0/ root)#!/usr/bin/env bash","Run the following commands to remove excess permissions, set owner, and set group 
on /etc/passwd : 
# chmod u -x,go-wx /etc/passwd  
# chown root:root /etc/passwd  
Default Value:  
Access: (0644/ -rw-r--r--) Uid: ( 0/ root) Gid: ( 0/ root)#!/usr/bin/env bash","1. NIST SP 800 -53 Rev. 5: AC -3, MP -2",TRUE,FALSE,TRUE,FALSE,FALSE,7.1.1,Ensure permissions on /etc/passwd are configured,TRUE,278
" 7.1.10 Ensure permissions on /etc/security/opasswd are 
configured (Automated)","•  Level 1 - Server  
•  Level 1 - Workstation","/etc/security/opasswd  and it's backup /etc/security/opasswd.old  hold user's 
previous passwords if pam_unix  or pam_pwhistory  is in use on the system","It is critical to ensure that /etc/security/opasswd  is protected from unauthorized 
access. Although it is protected by default, the file permissions could be changed either 
inadvertently or through malicious actions.","Run the following commands to verify /etc/security/opasswd  and 
/etc/security/opasswd.old  are mode 600 or more restrictive, Uid is 0/root  and Gid is 
0/root  if they exist:  
#  [ -e ""/etc/security/opasswd"" ] && stat -Lc '%n Access: (%#a/%A)  Uid: ( 
%u/ %U) Gid: ( %g/ %G)' /etc/security/opasswd  
 
/etc/security/opasswd Access: (0600/ -rw-------)  Uid: ( 0/ root) Gid: ( 0/ 
root) 
 -OR- 
Nothing is returned  
#  [ -e ""/etc/security/opasswd.old"" ] && stat -Lc '%n Access: (%#a/%A)  Uid: 
( %u/ %U) Gid: ( %g/ %G)' /etc/security/opasswd.old  
 
/etc/security/opasswd.old Access: (0600/ -rw-------)  Uid: ( 0/ root) Gid: ( 
0/ root)  
 -OR- 
Nothing is returned#!/usr/bin/env bash",,,TRUE,FALSE,TRUE,FALSE,FALSE,7.1.10,Ensure permissions on /etc/security/opasswd are configured,TRUE,279
" 7.1.11 Ensure world writable files and directories are secured 
(Automated)","•  Level 1 - Server  
•  Level 1 - Workstation","World writable files are the least secure. Data in world -writable files can be modified and 
compromised by any user on the system. World writable files may also indicate an 
incorrectly written script or program that could potentially be the cause of a larg er 
compromise to the system's integrity. See the chmod(2)  man page for more information.  
Setting the sticky bit on world writable directories prevents users from deleting or 
renaming files in that directory that are not owned by them.","Data in world -writable files can be modified and compromised by any user on the 
system. World writable files may also indicate an incorrectly written script or program 
that could potentially be the cause of a larger compromise to the system's integrity.  
This feature prevents the ability to delete or rename files in world writable directories 
(such as /tmp ) that are owned by another user.",,"Run the following commands to remove excess permissions, set owner, and set group 
on /etc/security/opasswd  and /etc/security/opasswd.old  is they exist:  
# [ -e ""/etc/security/opasswd"" ] && chmod u -x,go-rwx /etc/security/opasswd  
# [ -e ""/etc/security/opasswd"" ] && chown root:root /etc/security/opasswd  
# [ -e ""/etc/security/opasswd.old"" ] && chmod u -x,go-rwx 
/etc/security/opasswd.old  
# [ -e ""/etc/security/op asswd.old"" ] && chown root:root 
/etc/security/opasswd.old  
Default Value:  
/etc/security/opasswd Access: (0600/ -rw------- ) Uid: ( 0/ root) Gid: ( 0/ root)#!/usr/bin/env bash","1. NIST SP 800 -53 Rev. 5: AC -3, MP -2 
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 3.3 Configure Data Access Control Lists  
 Configure data access control lists based on a user’s need to know. Apply data 
access control lists, also known as access permissions, to local and remote file 
systems, databases, and applications.  ● ● ● 
v7 14.6 Protect Information through Access Control Lists  
 Protect all information stored on systems with file system, network share, 
claims, application, or database specific access control lists. These controls will 
enforce the principle that only authorized individuals should have access to the 
information base d on their need to access the information as a part of their 
responsibilities.  ● ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1003, T1003.008, T1222, 
T1222.002  TA0005  M1022   
Internal Only - General  7.1.11 Ensure world writable files and directories are secured 
(Automated)  
Profile Applicability:  
•  Level 1 - Server  
•  Level 1 - Workstation  
Description:  
World writable files are the least secure. Data in world -writable files can be modified and 
compromised by any user on the system. World writable files may also indicate an 
incorrectly written script or program that could potentially be the cause of a larg er 
compromise to the system's integrity. See the chmod(2)  man page for more information.  
Setting the sticky bit on world writable directories prevents users from deleting or 
renaming files in that directory that are not owned by them.  
Rationale:  
Data in world -writable files can be modified and compromised by any user on the 
system. World writable files may also indicate an incorrectly written script or program 
that could potentially be the cause of a larger compromise to the system's integrity.  
This feature prevents the ability to delete or rename files in world writable directories 
(such as /tmp ) that are owned by another user.  
Audit:  
Run the following script to verify:  
• No world writable files exist  
• No world writable directories without the sticky bit exist   
Internal Only - General  #!/usr/bin/env bash  
 
{ 
   l_output="""" l_output2=""""  
   l_smask='01000'  
   a_file=(); a_dir=() # Initialize arrays  
   a_path=(! -path ""/run/user/*"" -a ! -path ""/proc/*"" -a ! -path 
""*/containerd/*"" -a ! -path ""*/kubelet/pods/*"" -a ! -path 
""*/kubelet/plugins/* "" -a ! -path ""/sys/*"" -a ! -path ""/snap/*"")  
   while IFS= read -r l_mount; do  
      while IFS= read -r -d $'\0' l_file; do  
         if [ -e ""$l_file"" ]; then  
            [ -f ""$l_file"" ] && a_file+=(""$l_file"") # Add WR files  
            if [ -d ""$l_file"" ] ; then # Add directories w/o sticky bit  
               l_mode=""$(stat -Lc '%#a' ""$l_file"")""  
               [ ! $(( $l_mode & $l_smask )) -gt 0 ] && a_dir+=(""$l_file"")  
            fi 
         fi 
      done < <(find ""$l_mount"" -xdev \( ""${a_path[@]}"" \) \( -type f -o -type 
d \) -perm -0002 -print0 2> /dev/null)  
   done < <(findmnt -Dkerno fstype,target | awk '($1 !~ 
/^\s*(nfs|proc|smb|vfat|iso9660|efivarfs|selinuxfs)/ && $2 !~ 
/^(\/run\/user\/|\/tmp|\/var\/tmp)/){print $2}')  
   if ! (( ${#a_file[@]} > 0 )); t hen 
      l_output=""$l_output \n  - No world writable files exist on the local 
filesystem.""  
   else 
      l_output2=""$l_output2 \n - There are \""$(printf '%s' ""${#a_file[@]}"") \"" 
World writable files on the system. \n   - The following is a list of World 
writable files: \n$(printf '%s \n' ""${a_file[@]}"") \n   - end of list \n"" 
   fi 
   if ! (( ${#a_dir[@]} > 0 )); then  
      l_output=""$l_output \n  - Sticky bit is set on world writable 
directories on the local filesystem.""  
   else 
      l_output2=""$l_output2 \n - There are \""$(printf '%s' ""${#a_dir[@]}"") \"" 
World writable directories without the sticky bit on the system. \n   - The 
following is a list of World writable directories without the sticky 
bit:\n$(printf '%s \n' ""${a_dir[@]}"") \n   - end of list \n"" 
   fi 
   unset a_path; unset a_arr; unset a_file; unset a_dir # Remove arrays  
   # If l_output2 is empty, we pass  
   if [ -z ""$l_output2"" ]; then  
      echo -e ""\n- Audit Result: \n  ** PASS ** \n - * Correctly configured * 
:\n$l_output \n"" 
   else 
      echo -e ""\n- Audit Result: \n  ** FAIL ** \n - * Reasons for audit 
failure * : \n$l_output2""  
      [ -n ""$l_output"" ] && echo -e ""- * Correctly configured * 
:\n$l_output \n"" 
   fi 
} 
Note:  On systems with a large number of files and/or directories, this audit may be a 
long running process   
Internal Only - General  Remediation:  
• World Writable Files:  
o It is recommended that write access is removed from other  with the 
command ( chmod o-w <filename>  ), but always consult relevant vendor 
documentation to avoid breaking any application dependencies on a given 
file. 
• World Writable Directories:  
o Set the sticky bit on all world writable directories with the command ( 
chmod a+t <directory_name>  ) 
Run the following script to:  
• Remove other write permission from any world writable files  
• Add the sticky bit to all world writable directories  
#!/usr/bin/env bash  
 
{ 
   l_smask='01000'  
   a_file=(); a_dir=() # Initialize arrays  
   a_path=(! -path ""/run/user/*"" -a ! -path ""/proc/*"" -a ! -path 
""*/containerd/*"" -a ! -path ""*/kubelet/pods/*"" -a ! -path 
""*/kubelet/plugins/*"" -a ! -path ""/sys/*"" -a ! -path ""/snap/*"")  
   while IFS= read -r l_mount; do  
      while IFS= read -r -d $'\0' l_file; do  
         if [ -e ""$l_file"" ]; then  
            l_mode=""$(stat -Lc '%#a' ""$l_file"")""  
            if [ -f ""$l_file"" ]; then # Remove excess permissions from WW 
files 
               echo -e "" - File: \""$l_file \"" is mode: \""$l_mode \""\n  - 
removing write permission on \""$l_file \"" from \""other\"""" 
               chmod o-w ""$l_file""  
            fi 
            if [ -d ""$l_file"" ]; then # Add sticky bit  
               if [ ! $(( $l_mode & $l_smask )) -gt 0 ]; then  
                  echo -e "" - Directory: \""$l_file \"" is mode: \""$l_mode \"" and 
doesn't have the sticky bit set \n  - Adding the sticky bit""  
                  chmod a+t ""$l_file""  
               fi 
            fi 
         fi 
      done < <(find ""$l_mount"" -xdev \( ""${a_path[@]}"" \) \( -type f -o -type 
d \) -perm -0002 -print0 2> /dev/null)  
   done < <(findmnt -Dkerno fstype,target | awk '($1 !~ 
/^\s*(nfs|proc|smb|vfat|iso9660|efivarfs|selinuxfs)/ && $2 !~ 
/^(\/run\/user\/|\/tmp|\/var\/tmp)/){print $2}')  
} 
References:  
1. NIST SP 800 -53 Rev. 5: AC -3. MP -2",TRUE,FALSE,TRUE,FALSE,FALSE,7.1.11,Ensure world writable files and directories are secured,TRUE,280
" 7.1.12 Ensure no files or directories without an owner and a group 
exist (Automated)","•  Level 1 - Server  
•  Level 1 - Workstation","Administrators may delete users or groups from the system and neglect to remove all 
files and/or directories owned by those users or groups.","A new user or group who is assigned a deleted user's user ID or group ID may then end 
up ""owning"" a deleted user or group's files, and thus have more access on the system 
than was intended.","Run the following script to verify no unowned or ungrouped files or directories exist:   
Internal Only - General  #!/usr/bin/env bash",,,TRUE,FALSE,TRUE,FALSE,FALSE,7.1.12,Ensure no files or directories without an owner and a group exist,TRUE,281
